114;"Тур №3 «Величие Кижи и Валаама» 3 дня /2 ночи. Продажа тура открыта. Этот тур без специального предложения. Летние туры в Карелию- это незабываемый отдых! Тысячи туристов со всего света ежегодно посещают Кижи, Валаам, незамерзающий водопад Кивач, и современный Петрозаводск с множеством памятников и парков! 
Идеален для летнего семейного отдыха! Петрозаводск– Кижи- Рускеала- Валаам* (за доп.плату)- Водопад Кивач Даты заездов / лето 2024:
Май: 27.05
Июнь: 03.06; 10.06; 17.06; 24.06
Июль: 01.07; 08.07; 15.07; 22.07; 29.07
Август: 05.08; 12.08; 19.08; 26.08
Сентябрь: 02.09; 09.09
Тур начинается и заканчивается в городе Петрозаводске.
Летний сборный тур в Карелию. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ! В туре есть большие переезды на автобусе до 300 км в одну сторону!
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам: В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей.Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: Проживание в выбранной гостинице; Питание по программе (3 завтрака, 1 обед); Транспортные услуги по маршруту; Работа гида; Входные билеты на экскурсии; Обзорная экскурсия по городу Петрозаводск; Экскурсия на остров Кижи; Экскурсия в Рускеальский горный парк - ""Мраморный каньон"".; Экскурсия на водопад Кивач; Посещение музея природы заповедника Кивач Посещение дендрария Карельской Березы на территории заповедника Кивач. 
Дополнительно: Ж/Д проезд; Остров Валаам+обед, взрослые руб/чел, дети до 12 лет (включительно) руб/чел. Стоимость уточняется.
 
Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться; Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Многие объекты посещения взимают плату за фото и видео съемку (от 10 до 150 рублей); Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Обратите внимание на то, что в летний период, особенно в начале июня, возможны перепады температур от +30 до +10. Поэтому позаботьтесь заранее о тёплых вещах, ветровках, головных уборах и удобной, привычной Вам, разношенной обуви, т.к. на ногах придётся проводить достаточно много времени; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Телефон для экстренной связи с менеджерами +79217263700 или 8-800-550-57-67. Длительность тура: 3 дней, 2 ночей. Цена тура: 26900 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан
"
115;"Тур №2 ""Добро пожаловать в Карелию!"" 5 дней/4 ночи. Продажа тура открыта. Этот тур без специального предложения. Приготовьтесь к увлекательному путешествию по летней Карелии! Северная республика откроет Вам секреты своих природных красот и поделится захватывающими видами: на мраморные горы, на острова и даже на водопады! Знакомьтесь с Карелией в летних турах 2024 года Приготовьтесь к увлекательному путешествию по летней Карелии! Северная республика откроет Вам секреты своих природных красот и поделится захватывающими видами: на мраморные горы, на острова и даже на водопады! Знакомьтесь с Карелией в летних турах 2024 года Даты заездов / лето 2024:
Июнь: 03.06; 10.06; 17.06; 24.06
Июль: 01.07; 08.07; 15.07; 22.07; 29.07
Август: 05.08; 12.08; 19.08; 26.08
Сентябрь: 02.09; 09.09
Тур начинается в городе Петрозаводске, а заканчивается в городе Кемь.
Летний сборный тур. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ!В туре есть большие переезды на автобусе до 300 км в одну сторону!
Скидка детям до 10 лет 3000 рублей.
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро, Соловки - Белое море осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам: В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей. Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://www.oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: 
Обзорная экскурсия по городу Петрозаводск. 
Дополнительно: Остров Валаам+обед, взрослые руб/чел, дети до 12 лет включительно руб/чел.; Ж/Д проезд. 
Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться.; На Соловках работают ТОЛЬКО операторы мобильной связи ""Мегафон"" и ""МТС"". Другие операторы сотовой связи будут ""вне зоны действия сети"".; Ж/д билеты рекомендуем покупать электронные, чтобы была возможность их сдать/обменять в случае необходимости. На Соловках нет касс РЖД.; Многие объекты посещения взимают плату за фото и видео съемку (от 10 до 150 рублей; Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Обратите внимание на то, что в летний период, особенно в начале июня, возможны перепады температур от +30 до +10. Поэтому позаботьтесь заранее о тёплых вещах, ветровках, головных уборах и удобной, привычной Вам, разношенной обуви, т.к. на ногах придётся проводить достаточно много времени; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Путешествие из Кеми на Соловки лежит по водной глади Белого моря. На своих экскурсионных маршрутах мы используем суда, у которых есть разрешение на пассажирские перевозки. Белое море бывает неспокойно. Настоятельно рекомендуем брать с собой средства от укачивания\. Длительность тура: 5 дней, 4 ночей. Цена тура: 44500 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан

"
116;"Тур №1 «А в Карелии - белые ночи!» 7 дней /6 ночей. Продажа тура открыта. Этот тур без специального предложения. Легендарный тур, судя по отзывам наших дорогих путешественников. И полюбился он всем далеко не случайно– за 7 дней летнего тура 2024 Вы увидите запоминающиеся места Карелии. Это и Рускеала, и Валаам, и Кижи, и Соловки и еще много всего интересного. Подробности– в программе тура. Легендарный тур, судя по отзывам наших дорогих путешественников. И полюбился он всем далеко не случайно– за 7 дней летнего тура 2024 Вы увидите запоминающиеся места Карелии. Это и Рускеала, и Валаам, и Кижи, и Соловки и еще много всего интересного. Подробности– в программе тура. Даты заездов / лето 2024:
Июнь: 03.06; 10.06; 17.06; 24.06
Июль: 01.07; 08.07; 15.07; 22.07; 29.07
Август: 05.08; 12.08; 19.08; 26.08
Сентябрь: 02.09; 09.09
Тур начинается в городе Петрозаводске, а заканчивается в городе Кемь.
Летний сборный тур. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ! В туре есть большие переезды на автобусе до 300 км в одну сторону!
Скидка детям до 10 лет 3000 рублей.
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро, Соловки - Белое море осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам: В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей.Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/
Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: Обзорная экскурсия по городу Петрозаводск; Экскурсия на остров Кижи; Экскурсия в Рускеальский горный парк - ""Мраморный каньон"" Экскурсия на водопад Кивач Посещение музея природы заповедника Кивач Посещение дендрария Карельской Березы на территории заповедника Кивач Обзорная экскурсия по Соловецкому монастырю.; Транспортные услуги по маршруту; Питание по программе (7 завтраков, 4 обеда); Проживание в выбранных гостиницах; Работа гида; Входные билеты на экскурсии. 
Дополнительно: Остров Валаам+обед, взрослые руб/чел, дети до 12 лет включительно руб/чел.; Морская прогулка на катере до Большого Заяцкого острова+экскурсия, - руб/чел.; Экскурсия Гора Секирная +Ботанический сад - руб/чел.; Ж/Д проезд. 
Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться; На Соловках работают ТОЛЬКО операторы мобильной связи ""Мегафон"" и ""МТС"". Другие операторы сотовой связи будут ""вне зоны действия сети"".; Ж/д билеты рекомендуем покупать электронные, чтобы была возможность их сдать/обменять в случае необходимости. На Соловках нет касс РЖД.; Многие объекты посещения взимают плату за фото и видео съемку (от 10 до 150 рублей); Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Обратите внимание на то, что в летний период, особенно в начале июня, возможны перепады температур от +30 до +10. Поэтому позаботьтесь заранее о тёплых вещах, ветровках, головных уборах и удобной, привычной Вам, разношенной обуви, т.к. на ногах придётся проводить достаточно много времени; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Путешествие из Кеми на Соловки лежит по водной глади Белого моря. На своих экскурсионных маршрутах мы используем суда, у которых есть разрешение на пассажирские перевозки. Белое море бывает неспокойно. Настоятельно рекомендуем брать с собой средства от укачивания.; Телефон для экстренной связи с менеджерами +79217263700 или 8-800-550-57-67. Длительность тура: 7 дней, 6 ночей. Цена тура: 60600 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан
"
117;"Тур №4""В Карелию летом на 4 дня"" 4 дня/3 ночи. Продажа тура открыта. Этот тур без специального предложения. Как можно посетить Карелию летом и не сплавиться по реке Шуе? За 4-дневный тур Вы познаете основы рафтинга и вместе с нами посетите памятные места Республики. В Карелию по данному туру Вы можете отправиться в период с 29 мая и вплоть до 11 сентября Как можно посетить Карелию летом и не сплавиться по реке Шуе? За 4-дневный тур Вы познаете основы рафтинга и вместе с нами посетите памятные места Республики. В Карелию по данному туру Вы можете отправиться в период с 29 мая и вплоть до 11 сентября Даты заездов / лето 2024:
Май: 26.05
Июнь: 02.06; 09.06; 16.06; 23.06; 30.06
Июль: 07.07; 14.07; 21.07; 28.07
Август: 04.08; 11.08; 18.08; 25.08
Сентябрь: 01.09; 08.09
Тур начинается и заканчивается в городе Петрозаводске.
Летний сборный тур. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ!В туре есть большие переезды на автобусе до 300 км в одну сторону!
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам:В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей.Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: Проживание в выбранной гостинице; Питание по программе (3 завтрака, 1 обед, 1 пикник на сплаве); Транспортные услуги по маршруту; Работа гида; Входные билеты на экскурсии; Обзорная экскурсия по городу Петрозаводск; Экскурсия на остров Кижи; Экскурсия в Рускеальский горный парк- ""Мраморный каньон"".; Экскурсия на водопад Кивач Посещение музея природы заповедника Кивач Посещение дендрария Карельской Березы на территории заповедника Кивач Сплав на рафтах по реке Шуя. 
Дополнительно: Остров Валаам+обед, взрослые руб/чел, дети до 12 лет включительно руб/чел.; Ж/Д проезд до Петрозаводска и обратно. 
Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться; Многие объекты посещения взимают плату за фото и видео съемку (от 10 до 150 рублей; Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Обратите внимание на то, что в летний период, особенно в начале июня, возможны перепады температур от +30 до +10. Поэтому позаботьтесь заранее о тёплых вещах, ветровках, головных уборах и удобной, привычной Вам, разношенной обуви, т.к. на ногах придётся проводить достаточно много времени; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Телефон для экстренной связи с менеджерами +79217263700 или 8-800-550-57-67. Длительность тура: 4 дней, 3 ночей. Цена тура: 32400 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан"
118;"Тур №4""В Карелию летом на 4 дня"" 4 дня/3 ночи. Продажа тура открыта. Этот тур без специального предложения. Как можно посетить Карелию летом и не сплавиться по реке Шуе? За 4-дневный тур Вы познаете основы рафтинга и вместе с нами посетите памятные места Республики. В Карелию по данному туру Вы можете отправиться в период с 29 мая и вплоть до 11 сентября Как можно посетить Карелию летом и не сплавиться по реке Шуе? За 4-дневный тур Вы познаете основы рафтинга и вместе с нами посетите памятные места Республики. В Карелию по данному туру Вы можете отправиться в период с 29 мая и вплоть до 11 сентября Даты заездов / лето 2024:
Май: 26.05
Июнь: 02.06; 09.06; 16.06; 23.06; 30.06
Июль: 07.07; 14.07; 21.07; 28.07
Август: 04.08; 11.08; 18.08; 25.08
Сентябрь: 01.09; 08.09
Тур начинается и заканчивается в городе Петрозаводске.
Летний сборный тур. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ!В туре есть большие переезды на автобусе до 300 км в одну сторону!
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам:В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей.Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: Проживание в выбранной гостинице; Питание по программе (3 завтрака, 1 обед, 1 пикник на сплаве); Транспортные услуги по маршруту; Работа гида; Входные билеты на экскурсии; Обзорная экскурсия по городу Петрозаводск; Экскурсия на остров Кижи; Экскурсия в Рускеальский горный парк- ""Мраморный каньон"".; Экскурсия на водопад Кивач Посещение музея природы заповедника Кивач Посещение дендрария Карельской Березы на территории заповедника Кивач Сплав на рафтах по реке Шуя. 
Дополнительно: Остров Валаам+обед, взрослые руб/чел, дети до 12 лет включительно руб/чел.; Ж/Д проезд до Петрозаводска и обратно. 
Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться; Многие объекты посещения взимают плату за фото и видео съемку (от 10 до 150 рублей; Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Обратите внимание на то, что в летний период, особенно в начале июня, возможны перепады температур от +30 до +10. Поэтому позаботьтесь заранее о тёплых вещах, ветровках, головных уборах и удобной, привычной Вам, разношенной обуви, т.к. на ногах придётся проводить достаточно много времени; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Телефон для экстренной связи с менеджерами +79217263700 или 8-800-550-57-67. Длительность тура: 4 дней, 3 ночей. Цена тура: 32400 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан
"
119;"Тур №5 ""А ночи здесь белые: лайт"", 3 дня/2 ночи. Продажа тура открыта. Этот тур без специального предложения. Каждый день станет настоящей обзорной мини-экскурсией по достопримечательностям Карелии. Встретим Вас с поезда, поселим в отеле, накормим, и вместе отправимся в 3-дневное путешествие с остановками в наиболее значимых местах Республики Каждый день станет настоящей обзорной мини-экскурсией по достопримечательностям Карелии. Встретим Вас с поезда, поселим в отеле, накормим, и вместе отправимся в 3-дневное путешествие с остановками в наиболее значимых местах Республики Даты заездов / лето 2024:
Июль: 05.07; 12.07; 19.07; 26.07
Август: 02.08; 16.08
Тур начинается и заканчивается в городе Петрозаводске.
Летний сборный тур. Группы от 35 до 50 человек. РЕКОМЕНДУЕМ ДЕТЯМ ОТ 7 ЛЕТ!В туре есть большие переезды на автобусе до 300 км в одну сторону!
Экскурсии, включающие в себя переезд по воде: Кижи - Онежское озеро, Валаам - Ладожское озеро осуществляются при благоприятных метеоусловиях и отсутствии штормового предупреждения. При штормовом предупреждении экскурсии заменяются на равноценные.
При посещении действующих монастырей и храмов женщинам не рекомендуется входить на территорию в брюках или шортах и без головного убора.
Внимание при посещении о. Валаам: В соответствии с п.6 ст.15 Федерального законаОб особо охраняемых природных территориях за посещение физическими лицами Валаамского архипелага взимается плата. Размер платы за посещение составляет 100 рублей.Туристы обязаны САМОСТОЯТЕЛЬНО оплатить налог на сайте https://oopt-rk.ru/oopt-s-platnym-posecsheniem/prirodnyj-park-valaamskij-arhipelag-sortaval-skij-rajon/Льготным категориям граждан необходимо при себе иметь подтверждающие документы\. Тур включает: Проживание в отеле, 2 ночи; Питание по программе (3 завтрака); Транспортные услуги по маршруту; Работа гида; Входные билеты на экскурсии; Обзорная экскурсия по городу Петрозаводск; Экскурсия на остров Кижи; Экскурсия на водопад Кивач Посещение музея природы заповедника Кивач Посещение дендрария Карельской Березы на территории заповедника Кивач; Экскурсия Курорт Марциальные воды. 
Дополнительно: Ж/Д проезд; Остров Валаам+Экскурсия в Рускеальский горный парк (Мраморный каньон, продолжительность- 1 ч. 15 мин.)+обед, взрослые руб/чел, дети до 12 лет включительно руб/чел. Кроме заезда с 26 июля 2024.; Экскурсия в Рускеала, взрослые 4000 руб/чел, дети до 16 лет 3600 руб/чел. Кроме заезда с 26 июля 2024.; Поездка в Рускеальский горный парк на музыкальный фестиваль ""Ruskeala symphony"" - только в заезде с 26 июля 2024г. Билеты на фестиваль приобретаются отдельно. Стоимость уточняется.; Сплав- взрослые 2700 руб/чел, дети до 14 лет включительно 2500 руб/чел\. Нужно взять с собой: Документ, удостоверяющий личность, положенный в герметичную упаковку, для туристов, путешествующих с детьми обязательно Свидетельство о рождении детей; ПОЛИС обязательного медицинского страхования Не забудьте взять с собой лекарства, которые Вы принимаете постоянно, и те, которые могут вам понадобиться; Для посещения монастырей и храмов женщинам будут необходимы платок и юбка ниже колена, а мужчинам длинные брюки. Обувь для поездки должна быть удобной.; Острова Кижи, Валаам, Соловки, горный парк ""Рускеала"" располагаются на больших расстояниях друг от друга. Поэтому программы туров, в которые включено посещение хотя бы 2-х из этих объектов, содержат в себе длительные переезды + в некоторые дни ранние подъёмы. Компания делает всё возможное для того, чтобы переезды были максимально комфортными для туристов: путевая информация, остановки в интересных местах по пути, санитарные остановки, показ художественных или документальных фильмов; Также заранее, находясь во время маршрута в Петрозаводске, позаботьтесь о приобретении питьевой воды в дорогу и, при необходимости, перекуса. На трассах между городами и экскурсионными объектами не всегда есть магазины; Погодные условия могут внести свои коррективы в наши экскурсионные программы. При сильном шторме на Белом море или на Онежском или Ладожском озёрах (шторма на которых порой бывают не слабее, чем на море), выход судов из порта запрещён. Мы не можем рисковать. В этом случае экскурсии, зависящие от перемещения по воде, будут заменены на равноценные по цене мероприятия. Такое случается очень редко, но туристы должны быть предупреждены; Телефон для экстренной связи с менеджерами +79217263700 или 8-800-550-57-67. Длительность тура: 3 дней, 2 ночей. Цена тура: 25100 руб. Тур не для организаций. Тур не для школьников. Тур для не иностранных граждан
"
